"seller_id","seller_city","seller_state","total_orders","total_items_sold","unique_products_sold","total_product_revenue","total_freight_value","total_revenue","average_review_score"
"83deb69e889cf80f82be1dc6d5f2d486","florianopolis","SC",40,42,14,5363.01,913.64,6276.65,4.36
"83e197e95a1bbabc8c75e883ed016c47","mage","RJ",47,55,19,6693.69,986.37,7680.06,4.75
"83f2b4881141ce3fcd4e985125d3279e","ribeirao preto","SP",3,3,3,60.70,40.68,101.38,5.00
"8444e55c1f13cd5c179851e5ca5ebd00","congonhal","MG",99,109,54,22873.21,2078.06,24951.27,3.07
"845e8036c3f7bf62099352f5ed910240","rio de janeiro","RJ",21,24,18,1584.60,460.64,2045.24,3.83
"8476243f92442881ddd5b578975cf115","campo bom","RS",12,12,4,7838.00,275.03,8113.03,4.08
"84c945f15571830c1a91a33978e94009","sao paulo","SP",2,2,1,51.98,26.06,78.04,4.50
"84deb808079d1be601c209c1e771b1cc","curitiba","PR",2,2,2,34.93,23.21,58.14,5.00
"8501d82f68d23148b6d78bb7c4a42037","blumenau","SC",1,1,1,19.70,10.96,30.66,1.00
"85044848b1b767db2a4a58526adef4b4","osasco","SP",4,4,3,240.60,64.91,305.51,3.25
"850857dfac77488c307e2b1cbd84ab5a","cascavel","PR",1,1,1,1599.00,39.72,1638.72,5.00
"850913d59ce317156b00f3705f1c3edb","atibaia","SP",32,34,9,2690.00,580.96,3270.96,3.35
"850f4f8af5ea87287ac68de36e29107f","sao paulo","SP",187,192,42,45355.36,3114.41,48469.77,4.29
"851773c885feb5e2da3b4f82bc2b17ce","lencois paulista","SP",10,10,8,585.30,251.83,837.13,4.20
"855668e0971d4dfd7bef1b6a4133b41b","itatiba","SP",312,327,73,32208.16,7797.20,40005.36,3.72
"8581055ce74af1daba164fdbd55a40de","guarulhos","SP",387,435,32,64925.30,9659.00,74584.30,4.23
"85cc55e048b6bcc90c75afe7f0e72f72","barra mansa","RJ",9,9,6,308.28,193.48,501.76,4.44
"85d9eb9ddc5d00ca9336a2219c97bb13","belo horizonte","MG",509,522,64,15415.24,8614.34,24029.58,4.17
"85e7c62c1d6ea078c3897424f867a7c8","itapema","SC",2,2,2,60.00,27.70,87.70,4.50
"85ecf03781da592876b7844acc1b729f","sao paulo","SP",2,2,2,251.00,43.90,294.90,4.50
"8602a61d680a10a82cceeeda0d99ea3d","sao paulo","SP",17,19,10,826.99,252.91,1079.90,4.47
"8603f0038fe0e52fedd3382d266723de","garopaba","SC",10,10,9,2355.00,490.12,2845.12,4.40
"8629a7efec1aab257e58cda559f03ba7","goiania","GO",1,1,1,45.22,18.89,64.11,1.00
"8629c241b3622ac12cd4118afdc8d394","ribeirao preto","SP",13,13,6,1167.66,334.36,1502.02,4.08
"863d2ebcd347ce4922de7a0f9a5581d6","rio de janeiro","RJ",18,19,8,1382.36,308.81,1691.17,3.95
"8648b1e89e9b349e32d3741b30ec737e","jacarei","SP",95,103,56,7442.55,1503.50,8946.05,4.03
"86649b1632b1c0e6c0bcb2c90a8b75d8","medianeira","PR",1,1,1,59.99,17.67,77.66,1.00
"866558b3bccef2dbc6d29a2b5995016f","arapongas","PR",5,6,4,1519.40,351.35,1870.75,4.67
"86bb7c4b535e49a541baf3266b1c95b1","franca","SP",16,16,5,8162.40,324.82,8487.22,3.20
"86bf77bdb52e615674772d5817c6212f","viamao","RS",4,5,3,281.80,97.58,379.38,4.80
"86ccac0b835037332a596a33b6949ee1","blumenau","SC",180,210,72,16619.93,3968.67,20588.60,4.00
"86ff3eaef0267069cc891a2ed9d10a17","palhoca","SC",7,7,7,409.75,140.61,550.36,4.71
"870d0118f7a9d85960f29ad89d5d989a","pocos de caldas","MG",45,61,18,3157.20,1270.83,4428.03,4.02
"87142160b41353c4e5fca2360caf6f92","porto alegre","RS",305,339,56,31095.98,7218.33,38314.31,4.36
"8759e7aedd644f487315e5860962f162","santo andre","SP",3,3,1,627.00,166.34,793.34,3.67
"876182d1918783bbe15233febfbd4926","sao paulo","SP",3,3,3,120.27,34.73,155.00,4.00
"87b4428a334b8f676fd9a7f3bf544fb5","guaimbe","SP",1,1,1,29.99,18.99,48.98,5.00
"87b740daf17b5d1be335a64164ec6842","suzano","SP",13,13,9,14699.87,1482.51,16182.38,3.31
"87d30a6a0cbf89356e49324971ab1d24","sao paulo","SP",17,17,12,2134.13,215.78,2349.91,4.35
"87d3c3aeb3ead335511b3ce315eb341e","sao paulo","SP",15,15,11,749.35,213.71,963.06,3.50
"87d73636a3acf123e842bb890a4db036","nhandeara","SP",1,1,1,269.90,43.71,313.61,5.00
"87e24fc7052259b1f7f607d61c10d8be","sao paulo","SP",8,8,7,7473.49,236.37,7709.86,3.50
"87f3e35268860433e13d577825aada95","bom jesus dos perdoes","SP",3,3,3,161.70,41.78,203.48,1.00
"880ce4951cf857ab1d9e0b75c1d856f4","belo horizont","MG",1,1,1,178.90,18.82,197.72,5.00
"880eda903e719a5f179f7e9fceb3a69d","ipua","SP",1,1,1,249.00,42.72,291.72,1.00
"883dd81e82754ac2c65e9790a7db8c9a","curitiba","PR",5,5,4,319.50,74.96,394.46,4.40
"88460e8ebdecbfecb5f9601833981930","maringa","PR",248,302,12,31546.55,4996.55,36543.10,3.36
"888faa8bfb0b159c37de6d898b961c31","braco do norte","SC",19,23,14,2418.30,526.70,2945.00,3.87
"889009a0ed0bb52c87819941192931b8","lencois paulista","SP",1,1,1,89.90,33.08,122.98,4.00
"88ae906ea2acf6971f26c3e8b7cb4357","sao paulo","SP",3,3,1,246.00,42.01,288.01,3.33
"88af55b4a7ca402b27df16f7c7c9b5d2","taboao da serra","SP",1,1,1,130.00,11.52,141.52,1.00
"88cd3681e0a2ba85e190f7d817629c4c","brusque","SC",1,1,1,180.00,19.36,199.36,4.00
"88cf19ec1fc2c58f161aee259d57142c","sao carlos","SP",14,14,11,1372.97,234.71,1607.68,4.50
"88ef59b51bdaa941d10a853429f2b6ce","guaratuba","PR",2,2,2,252.90,41.80,294.70,2.00
"891071be6ba827b591264c90c2ae8a63","sao paulo","SP",92,98,31,4177.28,1277.07,5454.35,3.70
"8931a84a914b3fe9b1ddaa4d704947ca","sao paulo","SP",29,32,16,4668.30,424.59,5092.89,3.77
"8936ba0de1073ee888cb3185ae5dc661","sao paulo","SP",1,1,1,389.99,22.22,412.21,5.00
"897060da8b9a21f655304d50fd935913","ribeirao preto","SP",317,430,106,23023.92,6863.55,29887.47,3.39
"89757206b887aed36f3e18d858460fea","sao paulo","SP",2,2,2,120.50,55.64,176.14,5.00
"89a51f50b8095ea78d5768f34c13a76f","brasilia","DF",10,11,10,677.16,177.10,854.26,4.73
"89ad3263c0931c47f976d7c5778e60f6","sao paulo","SP",6,6,5,568.20,131.54,699.74,4.17
"89bc797e2e29667aa035d4368f9b7f92","sao paulo","SP",17,20,12,407.30,252.15,659.45,3.75
"89c127985a8b130cfa45c1d36764017a","osasco","SP",7,7,6,1419.57,120.63,1540.20,3.00
"89d9a386b0b6e5fc8403071b03f7206a","sao paulo","SP",2,5,1,167.00,68.25,235.25,3.40
"89dda63a3c907c468ec88c310ed91213","maua/sao paulo","SP",2,2,2,734.99,42.14,777.13,3.00
"89de2d6f23e9746ff309705b23581faa","londrina","PR",8,8,4,340.00,160.08,500.08,2.71
"89f69225956f951295ca4c7fb1266553","vassouras","RJ",11,12,8,1041.30,277.41,1318.71,4.33
"8a130737016f838139d31878787a39c9","sao paulo","SP",56,62,7,4222.03,842.29,5064.32,4.35
"8a1ff5c35f6595a73fef4c7b96e4908a","sao  jose dos pinhais","PR",2,2,1,1598.00,284.80,1882.80,5.00
"8a207b6080964f3c1fc9d35bd6096ba4","jaci","SP",2,3,2,553.70,176.34,730.04,5.00
"8a2d12a90e92f012ce5226fc6592b653","curitiba","PR",18,18,13,1594.65,338.97,1933.62,4.59
"8a32e327fe2c1b3511609d81aaf9f042","sao paulo","SP",132,180,53,6429.01,2363.03,8792.04,3.78
"8a40ae794fa3f9892cee24bd5af0488b","curitiba","PR",6,6,4,739.85,206.41,946.26,3.17
"8a43128d7f9a3db592b866e6861a6cce","sao paulo","SP",3,4,3,990.60,67.89,1058.49,2.00
"8a432f4e5b471f8da497d7dc517666e2","presidente prudente","SP",95,106,48,7555.00,1965.11,9520.11,4.20
"8a87611c08849ffeeccab52aa798b6c7","curitiba","PR",13,14,7,2369.80,485.32,2855.12,2.64
"8a8835a43bda99fd37310ad76c457510","sao caetano do sul","SP",2,3,2,224.34,34.20,258.54,4.33
"8a9260f2b0340411d6d2a56bcf4f7378","contagem","MG",8,9,4,1256.00,140.94,1396.94,4.78
"8ab42aa58097fd4668d60cc648225d5f","goiania","GO",20,26,15,2616.75,593.64,3210.39,4.15
"8ae520247981aa06bc94abddf5f46d34","navegantes","SC",65,65,50,16320.99,1445.35,17766.34,4.45
"8b11118053756a9a2932f447e11fc1b5","igaracu do tiete","SP",1,1,1,79.99,11.17,91.16,3.00
"8b181ee5518df84f18f4e1a43fe07923","goioere","SP",1,1,1,27.90,27.08,54.98,5.00
"8b2492b7ff4468839593fafeed55bad9","sao goncalo","RJ",29,45,15,3660.08,676.18,4336.26,3.89
"8b28d096634035667e8263d57ba3368c","sao jose dos campos","SP",143,155,49,9375.70,2591.45,11967.15,3.86
"8b2d4ab22f42c5cfc338b846decfda60","fazenda rio grande","PR",6,9,3,458.00,185.32,643.32,4.78
"8b321bb669392f5163d04c59e235e066","sao paulo","SP",943,1018,104,17535.69,14156.36,31692.05,4.00
"8b655f0855926bcb49f5835d38dfddf6","osasco","SP",5,5,3,1089.50,73.31,1162.81,4.80
"8b87cd0d43d49b9bdf40f56229364d59","sao paulo","SP",5,5,5,1552.90,301.00,1853.90,2.60
"8b8cfc8305aa441e4239358c9f6f2485","londrina","PR",15,15,6,11892.00,1218.70,13110.70,4.20
"8b9d6eec4a7eb7d0f9d579ce0b38324d","mesquita","RJ",49,53,7,4232.54,1684.44,5916.98,4.06
"8bb48dc19fccaa8613b6229bf7f452a2","assis","SP",82,95,47,4190.72,1857.40,6048.12,4.34
"8bd0e3abda539b9479c4b44a691be1ec","tres de maio","RS",7,13,7,596.55,248.79,845.34,1.69
"8bd0f31cf0a614c658f6763bd02dea69","sao paulo","SP",33,35,10,4455.34,967.98,5423.32,4.21
"8bdd8e3fd58bafa48af76b2c5fd71974","sao paulo","SP",11,11,5,2324.82,190.73,2515.55,4.55
"8c0de775f52fe41590b376a3b7c50f68","sumare","SP",9,9,6,672.70,135.33,808.03,3.89
"8c16d1f32a54d92897cc437244442e1b","blumenau","SC",108,118,25,5642.60,2112.07,7754.67,4.33
"8c351ed7c326c62123318f4f3246e906","praia grande","SP",2,2,1,114.90,35.76,150.66,5.00
"8c3b533c63cca56240f94f1e3a6b18ef","belo horizonte","MG",5,8,4,3312.16,989.61,4301.77,1.33
"8c5e007d7bd5693fa1386ffefbc99f6c","indaiatuba","SP",9,24,9,1029.11,378.30,1407.41,4.17
"8c91bfea4263b8fba54081460693e2a1","horizontina","RS",2,2,2,739.00,46.75,785.75,5.00
"8c9348f33ae3dada25c99c99ade2af78","carapicuiba","SP",2,2,2,312.99,51.94,364.93,5.00
"8ca1551acf9832a4cf467bbbac15851f","campo largo","PR",11,12,10,2176.40,266.54,2442.94,3.67
"8ca5b19e0263150d2c57afdde2b3d011","maua","SP",3,4,2,180.60,44.08,224.68,4.75
"8cb7c5ddf41f4d506eba76e9a4702a25","anapolis","GO",2,2,1,138.00,44.37,182.37,3.00
"8cbac7e12637ed9cffa18c7875207478","jaragua do sul","SC",67,82,21,2990.98,1663.37,4654.35,4.15
"8cc6a0e5738e61a87b03c78b2ba9db4b","andradas","MG",24,26,14,13312.40,525.82,13838.22,4.15
"8ccf3cf69651cc1d8a02c8bfaf3b8568","rio claro","SP",2,2,1,250.00,38.63,288.63,3.50
"8cf21434553b02cbd37c0bbd07e041b0","sao jose","SC",2,2,2,94.98,67.15,162.13,2.50
"8d46553a36e68f95350a200c12f8f2e2","campinas","SP",13,16,9,746.60,223.00,969.60,3.13
"8d79c8a04e42d722a75097ce5cbcf2ef","caucaia","CE",27,28,3,2777.72,757.44,3535.16,4.46
"8d899e15a5925f097cca50faa49b15e3","sao roque","SP",4,10,3,645.00,150.98,795.98,2.50
"8d92f3ea807b89465643c219455e7369","sao paulo","SP",3,8,3,121.20,131.57,252.77,1.00
"8d956fec2e4337affcb520f56fd8cbfd","sao bernardo do campo","SP",211,228,52,11015.19,3327.95,14343.14,4.19
"8daab2245ebdc277c51098d01c5ad8ef","sao paulo","SP",16,16,4,1604.59,284.05,1888.64,4.63
"8dd386be0767c330276ea6a3f96532d3","paulo lopes","SC",1,2,1,89.98,44.50,134.48,5.00
"8de8fe3af4449ed695d2434c933ed73e","sao paulo","SP",1,1,1,2090.00,65.35,2155.35,5.00
"8def3db7f272735afb2ecd03aeca09a7","rio de janeiro","RJ",2,2,1,196.00,33.64,229.64,5.00
"8dfbc5ff27df12f6cef751d3b9554222","curitiba","PR",4,4,4,226.00,90.12,316.12,4.50
"8e29d051f810eb22959ede205b462b9f","mirassol","SP",2,2,1,599.80,213.48,813.28,4.00
"8e2b3afb420011ef0c88c9d5f11ea526","campinas","SP",11,11,3,1384.50,147.93,1532.43,4.27
"8e34331b7eedd03be4e5d965c1956225","sao paulo","SP",5,5,5,145.00,65.44,210.44,4.80
"8e4f041ff58e7845456d3482524014b3","porto alegre","RS",2,2,2,133.80,48.59,182.39,3.00
"8e670472e453ba34a379331513d6aab1","juiz de fora","MG",1,1,1,975.00,108.96,1083.96,1.00
"8e6cc767478edae941d9bd9eb778d77a","araguari","MG",106,114,61,6830.58,2284.83,9115.41,3.89
"8e6d7754bc7e0f22c96d255ebda59eba","sao jose dos campos","SP",85,130,29,14497.27,1715.24,16212.51,2.97
"8e8a7ce9f2f970dc00e2acf6f6e199f6","sao goncalo","RJ",65,66,6,9101.00,1183.82,10284.82,4.03
"8ea394aed8138685abe1eb9f25e1021d","sorocaba","SP",2,2,1,1340.00,77.60,1417.60,4.00
"8eb88b0acb3f90a717ad659221471fa7","cacador","SC",2,2,2,119.80,40.87,160.67,4.50
"8ec76bb0965af3f007692b26fa9d6623","criciuma","SC",1,1,1,1999.00,29.75,2028.75,5.00
"8ed8ea9a57c862f2c18c2fe41f601d56","blumenau","SC",19,19,2,3831.90,731.07,4562.97,4.47
"8f0fbe2cd4d472157dc1cdef6edecaa9","sao paulo","SP",2,2,2,71.88,22.88,94.76,3.00
"8f119a0aee85c0c8fc534629734e94fd","barueri","SP",77,83,32,3733.68,1092.77,4826.45,4.22
"8f2b51a30523cdecddc2f179f351c7d6","sao paulo","SP",7,8,4,1027.90,148.33,1176.23,3.88
"8f2ce03f928b567e3d56181ae20ae952","pirituba","SP",153,175,79,21712.90,3837.11,25550.01,4.06
"8f54d64f28a993550aa7943f12572959","ipatinga","MG",15,16,10,2755.50,377.62,3133.12,3.81
"8f580d36c1e9d6fbce95283403c7d447","ribeirao preto","SP",8,8,7,4813.25,180.15,4993.40,4.38
"8f78f0903005064036736c7173a5c2ed","tiradentes","MG",13,21,10,2113.70,632.25,2745.95,3.48
"8fb67a334bacec338885b4e9e1708073","toledo","PR",1,1,1,59.90,38.52,98.42,5.00
"8fb791022c1fc8909664f48ab7dc636d","sao paulo","SP",5,5,4,8119.95,363.40,8483.35,4.20
"8fbd63429be6d3e5e6d1a709b6464802","santo andre","SP",6,8,4,1061.40,179.57,1240.97,4.63
"8fbe2ee446b97e128471be4ce983dc0d","sorocaba","SP",3,3,3,148.50,40.00,188.50,3.00
"8fd3b4468f6425810648177996c14cbd","sao jose do rio preto","SP",1,1,1,354.90,21.67,376.57,5.00
"8fdca8e349553f99bc738833a62c8802","sao paulo","SP",22,29,4,989.34,380.88,1370.22,4.36
"8fe8786ee000001ab51d030dfd4a7bf1","paulo lopes","SC",5,5,2,2255.00,201.44,2456.44,4.60
"8fec2e460530482132c436cfb5439925","laranjal paulista","SP",3,5,3,468.46,80.15,548.61,3.80
"8ff1a9df749e454105c55cda13e79143","marilia","SP",13,14,9,1400.60,277.21,1677.81,3.73
"8ff38bc3969e67c36c48343a07090f66","sao paulo","SP",2,8,1,3472.00,387.56,3859.56,2.50
"8fff28c4263ddec387f28d237fb42773","sao paulo","SP",4,6,4,339.40,82.28,421.68,3.67
"900ba814c251a692506d7834c1218441","salto","SP",88,88,7,29099.69,2368.25,31467.94,4.19
"901b460cdce0c64e471230d7f2f9f3a3","porto alegre","RS",5,5,5,1904.00,108.56,2012.56,4.40
"902c99f1ac505c0d18778b61bcd636f7","mogi guacu","SP",4,4,4,157.96,100.16,258.12,4.00
"903037660cf848a717166eb7a06d616e","sao paulo","SP",45,60,36,7991.51,1091.77,9083.28,3.77
"90b36c5aeb728d5504a39f435bef0c5f","conchal","SP",5,7,3,207.86,132.37,340.23,3.29
"90b57083da5d803237da74daec6dcb2b","curitiba","PR",2,2,2,206.90,34.31,241.21,5.00
"90d4125885ab6c86e8820a722be71974","taboao da serra","SP",3,5,1,1299.55,43.40,1342.95,1.00
"910a922b426b7ff95eaee129ad6c0e1f","sao jose do rio preto","SP",2,2,1,119.80,31.16,150.96,5.00
"913fd0ebba70bb919f7254a02239173c","blumenau","SC",1,1,1,159.90,19.22,179.12,1.00
"9140bd1d9de28b197dce077bdd687438","amparo","SP",6,8,5,1258.87,184.06,1442.93,4.13
"9140ef75cc8211c4035935e80e567204","maringa","PR",1,1,1,49.90,22.28,72.18,5.00
"91543f9849d68d023e17194926598543","blumenau","SC",4,6,6,834.00,266.57,1100.57,4.33
"916748bc99315c2d202898ae58b1617e","sorocaba","SP",25,32,5,369.40,377.11,746.51,4.34
"916c9de0b5ad957346eeeb12f332687e","curitiba","PR",23,28,5,5480.25,493.53,5973.78,4.39
"918717417d88a9f9ae9735567e6c7682","sao paulo","SP",4,4,3,345.70,43.52,389.22,5.00
"918f6fbcf3ab724d805867303e593a1b","valinhos","SP",2,3,2,79.70,32.88,112.58,4.33
"9198786624eaeb375793215cad26cfa6","rodeio","SC",9,10,6,908.30,210.07,1118.37,3.90
"91f0eec23d4a61d7d7caeefa3f0ad1ca","tubarao","SC",11,11,2,2190.80,354.46,2545.26,3.55
"91f5779a8731baca4809fdeade81803f","barra mansa","RJ",6,6,5,1971.46,145.63,2117.09,3.83
"91f848e9f4be368f4318775aac733370","sao paulo","SP",63,73,10,5932.60,1235.56,7168.16,4.27
"9200e6ce317b67196b6b0bad4d4bd567","rio de janeiro","RJ",1,1,1,36.90,14.52,51.42,3.00
"921323538c9f1c4e816f2720eac02bea","sao paulo","SP",15,17,10,1401.84,240.36,1642.20,4.00
"9261d76c62caaf0b24677c2ceb7f8f20","palhoca","SC",6,7,4,968.70,247.54,1216.24,3.71
"92992bec39dde5766f590d3b1f46d465","sao paulo","SP",1,1,1,109.00,12.67,121.67,1.00
"929f342384a6607afe143d789ade1316","londrina","PR",4,4,4,209.40,63.36,272.76,5.00
"92c8bc6e8f925792247656fed09aad65","sao paulo","SP",3,3,3,259.70,39.87,299.57,2.33
"92d14edfb62ee5ae7fdff70b0f4e7233","sao bernardo do campo","SP",8,13,5,322.00,165.65,487.65,2.77
"92eb0f42c21942b6552362b9b114707d","sao paulo","SP",341,365,52,6548.63,4944.04,11492.67,3.93
"9315e491484b1b0081ca166fc164108d","londrina","PR",1,1,1,29.99,30.41,60.40,3.00
"933446e9a59dece7ae9175103820ca8f","curitiba","PR",2,3,2,381.39,57.46,438.85,2.33
"934ed5cd1b9c1c7382d0a94a94b9e639","curitiba","PR",1,1,1,125.85,26.62,152.47,5.00
"939e6227d6964a11a70aa91243e418f2","conselheiro lafaiete","MG",4,4,2,425.00,63.25,488.25,4.25
"939f6e231201f26803cb5c3a3d2940b3","bauru","SP",3,4,3,130.60,95.02,225.62,4.75
"93b9a99027bd8bd6af682aff18dd19bf","mairipora","SP",20,21,15,1953.00,467.11,2420.11,4.10
"93bef6edaa84956e8e575016449b6351","sao paulo","SP",1,1,1,115.00,14.56,129.56,5.00
"93dc87703c046b603023e75222018b45","belo horizonte","MG",35,36,26,8517.35,688.94,9206.29,4.00
"94144541854e298c2d976cb893b81343","viamao","RS",68,76,23,17286.28,1429.37,18715.65,4.33
"941554c5757b73ba0e50aa7732310afc","sao paulo","SP",3,4,2,107.69,58.66,166.35,4.50
"94165aea8a35c3c21499cbcae239b16c","uberlandia","MG",1,1,1,180.00,16.11,196.11,2.00
"94231344608e603693b0a8891143f65d","porto alegre","SP",3,3,3,722.00,102.18,824.18,4.00
"9449f25aeaf531019b76999ea49a6949","rio de janeiro","RJ",10,10,9,2046.45,179.39,2225.84,4.00
"9485a23c0430ba1d58d359391606fce6","santo andre","SP",5,5,5,1129.90,65.25,1195.15,3.20
"94b9108d4b637ba65bb4f1e53cfcf8d8","guarulhos","SP",7,8,3,234.96,99.13,334.09,4.50
"94c49f20a123aeb9360dbf80ff912bf6","sorocaba","SP",3,3,2,277.75,61.54,339.29,3.67
"94ca168e8bcb407ab85c5da308863027","clementina","SP",5,5,4,224.30,87.36,311.66,5.00
"94d76e96eedd976258cd3278ce56d5f2","sao roque","SP",1,1,1,385.61,68.56,454.17,5.00
"94e93ce877be27a515118dbfd2c2be41","votuporanga","SP",30,35,18,5674.57,868.15,6542.72,3.94
"951e8cef368f09bb3f3d03c00ca4702c","ibitinga","SP",64,71,49,4092.29,1400.80,5493.09,4.12
"9523fb39dd240aa958e040f8183d64f3","sao paulo","SP",1,1,1,146.99,21.30,168.29,1.00
"9535a841eecebed61a9fb1ac1cbb5597","sao paulo","SP",2,2,2,784.90,33.43,818.33,3.00
"9539213aa8e023c01937bef95dc006da","sao paulo","SP",9,9,2,229.10,89.94,319.04,4.56
"954e95f20808d7e5d11f0de292d078e0","joao monlevade","MG",3,4,2,158.78,119.18,277.96,4.75
"9558aa23f77a9e0a0eca83540999f43b","apucarana","PR",2,2,2,125.70,29.88,155.58,3.00
"955fee9216a65b617aa5c0531780ce60","sao paulo","SP",1287,1499,104,135171.70,25430.98,160602.68,4.05
"9591fc341b1bfb7ef561e2968ec6e011","sao paulo","SP",1,1,1,79.90,14.31,94.21,1.00
"9596c870880d900012f2e8e6e30d06d7","varginha","MG",22,24,11,8606.25,2009.08,10615.33,4.04
"9599519be538b98748162a2b48248960","sao paulo","SP",1,3,1,570.00,60.06,630.06,1.00
"95b293867b5862941c9cd74f756a3c68","sao paulo","SP",9,9,5,648.10,98.12,746.22,3.56
"95cca791657aabeff15a07eb152d7841","palotina","PR",1,1,1,9.99,18.23,28.22,5.00
"95e03ca3d4146e4011985981aeb959b9","rio de janeiro","RJ",175,193,55,11009.96,3233.54,14243.50,4.00
"95ec4458365c4d11f452ccf538377619","limeira","SP",27,31,15,1866.76,436.67,2303.43,4.27
"95f83f51203c626648c875dd41874c7f","borda da mata","MG",52,67,11,3217.46,1609.05,4826.51,3.21
"960945e1a9535cbc0cd6ddd35fbe7ae8","sao paulo","SP",28,29,7,3381.73,479.80,3861.53,4.66
"9616352088dcf83a7c06637f4ebf1c80","umuarama","PR",92,98,5,5703.00,1787.57,7490.57,4.24
"961dff0a659b4561334372337dd897d9","rio de janeiro","RJ",4,4,3,9946.00,136.56,10082.56,3.75
"9646c3513289980f17226a2fc4720dbd","sao jose dos campos","SP",71,78,24,3039.30,1208.02,4247.32,4.26
"96493fab2fbb13a14d0c0e8772eef5c3","sao paulo","SP",63,64,54,18969.00,1212.23,20181.23,4.03
"964ff64dc05b13811c6d0f41e0aa5f6b","sao paulo","SP",1,1,1,180.00,24.06,204.06,5.00
"966cb4760537b1404caedd472cc610a5","diadema","SP",75,75,17,51286.05,1649.82,52935.87,3.85
"9674754b5a0cb32b638cec001178f799","sao paulo","SP",86,97,41,5069.92,1214.91,6284.83,4.00
"96804ea39d96eb908e7c3afdb671bb9e","ibia","MG",38,40,5,3610.70,755.06,4365.76,3.90
"968268a686aa05d1f529fb07dff08130","sao paulo","SP",12,12,4,4677.29,203.55,4880.84,3.50
"968ee78631915a63fef426d6733d7422","erechim","RS",2,2,1,450.00,71.67,521.67,3.00
"96e5dc09087bad639b4ee193104ec2e5","bom jardim","RJ",2,2,2,101.90,52.54,154.44,4.50
"96f7c797de9ca20efbe14545bed63eec","cravinhos","SP",1,3,1,138.60,38.37,176.97,1.00
"972d0f9cf61b499a4812cf0bfa3ad3c4","brusque","SC",83,88,15,8089.29,2151.30,10240.59,2.96
"973f21788dfab357250f69a8dcb7ddee","claudio","MG",10,21,10,909.00,536.65,1445.65,2.33
"974cf2cb8f4b7add98709c30df02fe10","araraquara","SP",33,33,11,2982.67,577.01,3559.68,4.06
"97512d3fc193b2d1dfcdba0f9d1f0f8a","sao paulo","SP",12,13,6,1458.87,341.55,1800.42,4.31
"977f9f63dd360c2a32ece2f93ad6d306","tabatinga","SP",24,25,19,2858.87,934.98,3793.85,3.80
"979e9f8b5b39dd243a2550c8b05aecf0","sao paulo","SP",3,4,2,525.00,46.88,571.88,5.00
"97e4a63591ca439a2b8b7efd20e6e19e","rio de janeiro","RJ",5,5,2,349.95,78.55,428.50,4.40
"97e50a621f8e801f4baf69e08687c192","sao paulo","SP",1,1,1,89.90,7.88,97.78,5.00
"97e995629983723d11830a829bc2b246","lorena","SP",5,5,5,499.50,99.37,598.87,4.80
"9803a40e82e45418ab7fb84091af5231","rio verde","GO",11,18,13,4278.75,512.63,4791.38,3.11
"980640c45d7a4635885491d077167e4d","rio claro","SP",14,14,12,1004.29,242.37,1246.66,4.64
"98115075dd26cb8835946fc6086f5d30","ao bernardo do campo","SP",4,4,3,434.96,56.24,491.20,4.75
"984c273121e743dd14767befe6cb17f5","americana","SP",1,1,1,259.60,21.31,280.91,1.00
"9853a239ab7b7ebbdc3a21248d5b8e1f","campo largo","PR",5,5,5,381.00,90.01,471.01,3.80
"985c92cc412091f8529c12d7f23d3fef","sao joao del rei","MG",12,12,9,1368.50,238.13,1606.63,4.75
"989becdce12ebc39863c2bceab6f3ca1","curitiba","PR",18,18,8,7840.88,1052.45,8893.33,4.56
"98dac6635aee4995d501a3972e047414","sao paulo","SP",91,195,62,4235.85,2439.52,6675.37,3.88
"98dddbc4601dd4443ca174359b237166","sarandi","PR",2,2,1,158.00,53.67,211.67,5.00
"98e164d549402270247f3c96a1a158ef","sao paulo","SP",2,2,2,162.70,24.72,187.42,2.50
"98f52e1020fe788c10c0418de4393fec","macae","RJ",1,1,1,21.60,15.10,36.70,4.00
"99002261c568a84cce14d43fcffb43ea","cuiaba","MT",36,36,19,4088.00,1100.33,5188.33,3.72
"9906e7aa42a3c067b7c9a564d01c4320","maringa","PR",12,16,2,2619.00,496.60,3115.60,4.06
"994f04b3718c2bab35c2adfa8afecd2a","jaguariuna","SP",49,57,26,3445.70,775.51,4221.21,4.28
"9996ae921c50e8dff411ac69c0b4bb8b","tupa","SP",2,3,3,29.70,43.67,73.37,2.33
"999f6d9a1c7c81f43be44c6b7d076210","sao paulo","SP",2,2,1,28.00,22.83,50.83,4.50
"99a25c39b28a74d1151c35c18d178292","sao paulo","SP",1,6,1,173.94,44.76,218.70,5.00
"99a54764c341d5dc80b4a8fac4eba3fb","sao paulo","SP",45,67,31,3708.76,1317.50,5026.26,3.47
"99cd94252748d2bdde08e17858233602","sao paulo","SP",2,2,1,159.80,21.52,181.32,4.50
"99eaacc9e6046db1c82b163c5f84869f","franca","SP",66,70,19,13139.17,1135.35,14274.52,3.90
"9a03a4e9eb0b947652fae4f6121a3f5e","catanduva","SP",7,7,4,1497.00,185.22,1682.22,3.86
"9a1aea68d3efa00862ec88c0768037d0","catanduva","SP",7,8,3,1309.20,192.51,1501.71,4.38
"9a208dee8f95cfdf00760c4d627828ec","belford roxo","RJ",1,1,1,269.90,26.09,295.99,1.00
